Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #654
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #655
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #656
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Cyan Block #657
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Cyan Block #658
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Cyan Block #659
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #660
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #661
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #662
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #663
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #664
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #665
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #666
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #667
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #668
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #669
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #670
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #671
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #672
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #673
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #674
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #675
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #676
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #677
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #678
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #679
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #680
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #681
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #682
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #683
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #684
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #685
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #686
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Cyan Block #687
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Cyan Block #688
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Cyan Block #689
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #690
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #691
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #692
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #693
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #694
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #695
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #696
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Cyan Block #697
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Cyan Block #698
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Cyan Block #699
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #700
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #701
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #702
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #703
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #704
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #705
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #706
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #707
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #708
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #709
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #710
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #711
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #712
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Cyan Block #713
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #714
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #715
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #716
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #717
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #718
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Cyan Block #719
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #720
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #721
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #722
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #723
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #724
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #725
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #726
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Azure Block #727
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Azure Block #728
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Azure Block #729
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #730
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #731
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #732
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #733
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #734
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #735
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #736
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Azure Block #737
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Azure Block #738
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Azure Block #739
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #740
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #741
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #742
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #743
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #744
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #745
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #746
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #747
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #748
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #749
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #750
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #751
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #752
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #753
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #754
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #755
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #756
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #757
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #758
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #759
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #760
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #761
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #762
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #763
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #764
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #765
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #766
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Azure Block #767
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Azure Block #768
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Azure Block #769
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #770
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #771
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #772
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #773
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #774
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #775
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #776
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Azure Block #777
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Azure Block #778
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Azure Block #779
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #780
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #781
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #782
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #783
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #784
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #785
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #786
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #787
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #788
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #789
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #790
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #791
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #792
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #793
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #794
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #795
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #796
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #797
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #798
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #799
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #800
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #801
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #802
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #803
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #804
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #805
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #806
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Azure Block #807
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Azure Block #808
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Azure Block #809
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #810
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #811
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #812
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #813
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #814
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #815
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #816
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Azure Block #817
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Azure Block #818
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Azure Block #819
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #820
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #821
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #822
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #823
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #824
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #825
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #826
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #827
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #828
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #829
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #830
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #831
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #832
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Azure Block #833
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #834
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #835
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #836
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #837
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #838
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Azure Block #839
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #840
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #841
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #842
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #843
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #844
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #845
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #846
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Blue Block #847
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Blue Block #848
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Blue Block #849
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #850
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #851
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #852
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #853
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #854
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #855
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #856
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Blue Block #857
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Blue Block #858
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Blue Block #859
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #860
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #861
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #862
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #863
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #864
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #865
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #866
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #867
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #868
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #869
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #870
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #871
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #872
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #873
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #874
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #875
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #876
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #877
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #878
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #879
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #880
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #881
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #882
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #883
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #884
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #885
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #886
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Blue Block #887
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Blue Block #888
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Blue Block #889
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #890
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #891
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #892
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #893
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #894
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #895
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #896
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Blue Block #897
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Blue Block #898
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Blue Block #899
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #900
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #901
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #902
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #903
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #904
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #905
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #906
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #907
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #908
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #909
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #910
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #911
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #912
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Blue Block #913
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #914
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #915
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #916
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #917
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Blue Block #918
